Type,Weekday,Date,Date and Time,Bus,Route,Run,Trip,Driver,Fareset,Direction,Value,Description,Amount,Longitude,Latitude,Stop,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
129 - Special card,Thursday,9/19/2019,9/19/2019 9:21,157,15,900,0,164,1, ,0,Not Used,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 9:21,157,15,900,0,164,1, ,0,Preset,0.75,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 9:21,157,15,900,0,164,1, ,13,Key C,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
142 - Issue card,Thursday,9/19/2019,9/19/2019 9:21,157,15,900,0,164,1, ,10351322,Sequence Number,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 9:25,157,15,900,0,164,1, ,14,Key D,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 9:46,157,15,900,0,164,1, ,14,Key D,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Thursday,9/19/2019,9/19/2019 10:06,157,15,900,0,164,1, ,0,Not Used,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 10:06,157,15,900,0,164,1, ,5,Key 5,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 10:06,157,15,900,0,164,1, ,4,Key 4,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/19/2019,9/19/2019 10:19,157,15,900,0,164,1, ,14,Key D,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Thursday,9/19/2019,9/19/2019 10:19,157,15,900,0,164,1, ,12,Route,0,-79.97724152,39.6317215,0,39.631607,-79.97691,1,rooftop,420,Dupont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Friday,9/20/2019,9/20/2019 9:27,157,15,843,0,164,1, ,900,Run,0,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Friday,9/20/2019,9/20/2019 9:31,157,15,900,0,164,1, ,5,Key 5,0,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Friday,9/20/2019,9/20/2019 9:31,157,15,900,0,164,1, ,4,Key 4,0,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
129 - Special card,Friday,9/20/2019,9/20/2019 9:32,157,15,900,0,164,1, ,0,Not Used,0,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Friday,9/20/2019,9/20/2019 9:54,157,15,900,0,164,1, ,14,Key D,0,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Friday,9/20/2019,9/20/2019 10:04,157,15,900,0,164,1, ,0,Preset,0.75,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Friday,9/20/2019,9/20/2019 10:24,157,15,900,0,164,1, ,12,Route,0,-79.96425629,39.6495018,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Saturday,9/21/2019,9/21/2019 8:57,159,15,824,0,551,1, ,900,Run,0,-79.98256683,39.63230133,0,39.632108,-79.982369,1,rooftop,827,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Saturday,9/21/2019,9/21/2019 8:58,159,15,900,0,551,1, ,14,Key D,0,-79.98256683,39.63230133,0,39.632108,-79.982369,1,rooftop,827,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,9/21/2019,9/21/2019 9:32,159,15,900,0,551,1, ,150,Route,0,-79.98256683,39.63230133,0,39.632108,-79.982369,1,rooftop,827,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,9/21/2019,9/21/2019 15:00,159,15,1424,0,551,1, ,1500,Run,0,-79.98256683,39.63230133,0,39.632108,-79.982369,1,rooftop,827,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,9/21/2019,9/21/2019 15:35,159,15,1500,0,551,1, ,150,Route,0,-79.98256683,39.63230133,0,39.632108,-79.982369,1,rooftop,827,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Monday,9/23/2019,9/23/2019 9:34,157,15,843,0,457,1, ,900,Run,0,-79.96939087,39.6344986,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/23/2019,9/23/2019 9:36,157,15,900,0,457,1, ,14,Key D,0,-79.96939087,39.6344986,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/23/2019,9/23/2019 9:36,157,15,900,0,457,1, ,14,Key D,0,-79.96939087,39.6344986,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Monday,9/23/2019,9/23/2019 9:37,157,15,900,0,457,1, ,0,Not Used,0,-79.96939087,39.6344986,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/23/2019,9/23/2019 10:03,157,15,900,0,457,1, ,14,Key D,0,-79.96939087,39.6344986,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Monday,9/23/2019,9/23/2019 10:03,157,15,900,0,457,1, ,150,Route,0,-79.96939087,39.6344986,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Tuesday,9/24/2019,9/24/2019 9:21,157,15,843,0,457,1, ,900,Run,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Tuesday,9/24/2019,9/24/2019 9:22,157,15,900,0,457,1, ,14,Key D,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Tuesday,9/24/2019,9/24/2019 9:22,157,15,900,0,457,1, ,14,Key D,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
129 - Special card,Tuesday,9/24/2019,9/24/2019 9:22,157,15,900,0,457,1, ,0,Not Used,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Tuesday,9/24/2019,9/24/2019 9:22,157,15,900,0,457,1, ,4,Key 4,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Tuesday,9/24/2019,9/24/2019 9:54,157,15,900,0,457,1, ,14,Key D,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Tuesday,9/24/2019,9/24/2019 10:00,157,15,900,0,457,1, ,150,Route,0,-79.95799255,39.63031006,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Wednesday,9/25/2019,9/25/2019 9:13,155,15,827,0,337,1, ,900,Run,0,-79.95812225,39.63024139,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
138 - GPS latitude/longitude,Wednesday,9/25/2019,9/25/2019 9:13,155,15,900,0,337,1, ,0,Not Used,0,-79.97692108,39.63211823,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Wednesday,9/25/2019,9/25/2019 9:13,155,15,900,0,337,1, ,0,Not Used,0,-79.97692108,39.63211823,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Wednesday,9/25/2019,9/25/2019 9:26,155,15,900,0,337,1, ,0,Not Used,0,-79.99302673,39.56837845,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Wednesday,9/25/2019,9/25/2019 9:26,155,15,900,0,337,1, ,0,Preset,0.75,-79.99302673,39.56837845,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
116 - Stored value card,Wednesday,9/25/2019,9/25/2019 9:26,155,15,900,0,337,1, ,0,Preset,0,-79.99302673,39.56837845,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
106 - Route change,Wednesday,9/25/2019,9/25/2019 10:08,155,15,900,0,337,1, ,12,Route,0,-79.99302673,39.56837845,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
107 - Run change,Thursday,9/26/2019,9/26/2019 9:08,183,15,824,0,523,1, ,900,Run,0,-79.96932983,39.6538887,0,39.653741,-79.969876,1,rooftop,3091,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Thursday,9/26/2019,9/26/2019 9:09,183,15,900,0,523,1, ,14,Key D,0,-79.96932983,39.6538887,0,39.653741,-79.969876,1,rooftop,3091,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Thursday,9/26/2019,9/26/2019 9:09,183,15,900,0,523,1, ,14,Key D,0,-79.96932983,39.6538887,0,39.653741,-79.969876,1,rooftop,3091,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
129 - Special card,Thursday,9/26/2019,9/26/2019 9:10,183,15,900,0,523,1, ,0,Not Used,0,-79.96932983,39.6538887,0,39.653741,-79.969876,1,rooftop,3091,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Thursday,9/26/2019,9/26/2019 9:15,183,15,900,0,523,1, ,14,Key D,0,-79.96932983,39.6538887,0,39.653741,-79.969876,1,rooftop,3091,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Thursday,9/26/2019,9/26/2019 9:37,183,15,900,0,523,1, ,150,Route,0,-79.96932983,39.6538887,0,39.653741,-79.969876,1,rooftop,3091,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Friday,9/27/2019,9/27/2019 9:08,180,15,824,0,497,1, ,900,Run,0,-79.96946716,39.63454056,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Friday,9/27/2019,9/27/2019 9:33,180,15,900,0,497,1, ,150,Route,0,-79.96946716,39.63454056,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,9/28/2019,9/28/2019 8:58,192,15,824,0,489,1, ,900,Run,0,-79.96956635,39.63460922,0,39.63473,-79.969324,1,rooftop,188,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,9/28/2019,9/28/2019 10:04,192,15,900,0,489,1, ,50,Route,0,-79.96956635,39.63460922,0,39.63473,-79.969324,1,rooftop,188,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Monday,9/30/2019,9/30/2019 9:14,155,15,845,0,308,1, ,900,Run,0,-79.97129822,39.63349915,0,39.633428,-79.971035,1,rooftop,427,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,9/30/2019,9/30/2019 10:22,155,15,900,0,308,1, ,0,Not Used,0,-79.96723938,39.60548019,0,39.605185,-79.967677,1,rooftop,55,Don Knotts,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Monday,9/30/2019,9/30/2019 10:22,155,15,900,0,308,1, ,0,Not Used,0,-79.96723938,39.60548019,0,39.605185,-79.967677,1,rooftop,55,Don Knotts,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,9/30/2019,9/30/2019 10:25,155,15,900,0,308,1, ,0,Not Used,0,-79.95980835,39.62807846,0,39.628517,-79.959819,1,rooftop,1009,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Monday,9/30/2019,9/30/2019 10:25,155,15,900,0,308,1, ,14,Key D,0,-79.95980835,39.62807846,0,39.628517,-79.959819,1,rooftop,1009,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Monday,9/30/2019,9/30/2019 10:29,155,15,900,0,308,1, ,31,Route,0,-79.95980835,39.62807846,0,39.628517,-79.959819,1,rooftop,1009,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Tuesday,10/1/2019,10/1/2019 9:22,157,15,843,0,164,1, ,900,Run,0,-79.96640015,39.64889908,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Tuesday,10/1/2019,10/1/2019 10:01,157,15,900,0,164,1, ,0,Preset,0.75,-79.96640015,39.64889908,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Tuesday,10/1/2019,10/1/2019 10:01,157,15,900,0,164,1, ,13,Key C,0,-79.96640015,39.64889908,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
142 - Issue card,Tuesday,10/1/2019,10/1/2019 10:01,157,15,900,0,164,1, ,10351386,Sequence Number,0,-79.96640015,39.64889908,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Tuesday,10/1/2019,10/1/2019 10:18,157,15,900,0,164,1, ,14,Key D,0,-79.96640015,39.64889908,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
106 - Route change,Tuesday,10/1/2019,10/1/2019 10:25,157,15,900,0,164,1, ,12,Route,0,-79.96640015,39.64889908,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
107 - Run change,Wednesday,10/2/2019,10/2/2019 9:06,155,15,824,0,337,1, ,900,Run,0,-79.91993713,39.57772064,0,39.577747,-79.920168,1,rooftop,1106,Kingwood,,,Morgantown,WV,Monongalia County,26508,US,Statewide
138 - GPS latitude/longitude,Wednesday,10/2/2019,10/2/2019 9:21,155,15,900,0,337,1, ,0,Not Used,0,-79.99304199,39.56838989,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Wednesday,10/2/2019,10/2/2019 9:21,155,15,900,0,337,1, ,0,Preset,0.75,-79.99304199,39.56838989,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Wednesday,10/2/2019,10/2/2019 9:21,155,15,900,0,337,1, ,13,Key C,0,-79.99304199,39.56838989,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
142 - Issue card,Wednesday,10/2/2019,10/2/2019 9:21,155,15,900,0,337,1, ,10159494,Sequence Number,0,-79.99304199,39.56838989,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
106 - Route change,Wednesday,10/2/2019,10/2/2019 10:04,155,15,900,0,337,1, ,12,Route,0,-79.99304199,39.56838989,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
107 - Run change,Thursday,10/3/2019,10/3/2019 9:27,157,15,843,0,164,1, ,900,Run,0,-79.96431732,39.64953995,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
129 - Special card,Thursday,10/3/2019,10/3/2019 10:20,157,15,900,0,164,1, ,0,Not Used,0,-79.96431732,39.64953995,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Thursday,10/3/2019,10/3/2019 10:31,157,15,900,0,164,1, ,14,Key D,0,-79.96431732,39.64953995,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Thursday,10/3/2019,10/3/2019 10:32,157,15,900,0,164,1, ,12,Route,0,-79.96431732,39.64953995,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Friday,10/4/2019,10/4/2019 9:33,157,15,843,0,164,1, ,900,Run,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
116 - Stored value card,Friday,10/4/2019,10/4/2019 9:33,157,15,900,0,164,1, ,0,Preset,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
116 - Stored value card,Friday,10/4/2019,10/4/2019 9:33,157,15,900,0,164,1, ,0,Preset,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,10/4/2019,10/4/2019 9:34,157,15,900,0,164,1, ,0,Preset,0.75,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,10/4/2019,10/4/2019 9:34,157,15,900,0,164,1, ,13,Key C,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
142 - Issue card,Friday,10/4/2019,10/4/2019 9:34,157,15,900,0,164,1, ,10351403,Sequence Number,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,10/4/2019,10/4/2019 10:09,157,15,900,0,164,1, ,0,Preset,0.75,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,10/4/2019,10/4/2019 10:15,157,15,900,0,164,1, ,14,Key D,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,10/4/2019,10/4/2019 10:15,157,15,900,0,164,1, ,14,Key D,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Friday,10/4/2019,10/4/2019 10:28,157,15,900,0,164,1, ,12,Route,0,-79.97688293,39.63209152,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,10/5/2019,10/5/2019 9:06,192,15,824,0,545,1, ,900,Run,0,-79.97667694,39.63225174,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,10/5/2019,10/5/2019 9:36,192,15,900,0,545,1, ,150,Route,0,-79.97667694,39.63225174,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,10/5/2019,10/5/2019 15:04,192,15,1424,0,545,1, ,1500,Run,0,-79.97667694,39.63225174,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,10/5/2019,10/5/2019 15:31,192,15,1500,0,545,1, ,150,Route,0,-79.97667694,39.63225174,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Monday,10/7/2019,10/7/2019 9:22,156,15,824,0,207,1, ,900,Run,0,-79.97692108,39.63214111,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,10/7/2019,10/7/2019 9:25,156,15,900,0,207,1, ,0,Not Used,0,-79.96779633,39.63389969,0,39.633695,-79.967732,1,rooftop,165,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,10/7/2019,10/7/2019 9:25,156,15,900,0,207,1, ,0,Preset,0.75,-79.96779633,39.63389969,0,39.633695,-79.967732,1,rooftop,165,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,10/7/2019,10/7/2019 9:26,156,15,900,0,207,1, ,0,Not Used,0,-79.95871735,39.62982178,0,39.62961,-79.958985,1,rooftop,1125,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Monday,10/7/2019,10/7/2019 9:26,156,15,900,0,207,1, ,14,Key D,0,-79.95871735,39.62982178,0,39.62961,-79.958985,1,rooftop,1125,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
138 - GPS latitude/longitude,Monday,10/7/2019,10/7/2019 9:36,156,15,900,0,207,1, ,0,Not Used,0,-79.9930191,39.56840134,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Monday,10/7/2019,10/7/2019 9:36,156,15,900,0,207,1, ,0,Preset,0.75,-79.9930191,39.56840134,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
116 - Stored value card,Monday,10/7/2019,10/7/2019 9:36,156,15,900,0,207,1, ,0,Preset,0,-79.9930191,39.56840134,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
106 - Route change,Monday,10/7/2019,10/7/2019 9:56,156,15,900,0,207,1, ,150,Route,0,-79.9930191,39.56840134,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
107 - Run change,Tuesday,10/8/2019,10/8/2019 9:00,155,15,824,0,404,1, ,900,Run,0,-79.93219757,39.61851883,0,39.618758,-79.932697,1,rooftop,1111,Greenbag,,,Morgantown,WV,Monongalia County,26508,US,Statewide
106 - Route change,Tuesday,10/8/2019,10/8/2019 9:23,155,15,900,0,404,1, ,150,Route,0,-79.93219757,39.61851883,0,39.618758,-79.932697,1,rooftop,1111,Greenbag,,,Morgantown,WV,Monongalia County,26508,US,Statewide
107 - Run change,Wednesday,10/9/2019,10/9/2019 9:21,183,15,824,0,265,1, ,900,Run,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
119 - Got fare,Wednesday,10/9/2019,10/9/2019 9:22,183,15,900,0,265,1, ,14,Key D,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
119 - Got fare,Wednesday,10/9/2019,10/9/2019 9:22,183,15,900,0,265,1, ,14,Key D,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
119 - Got fare,Wednesday,10/9/2019,10/9/2019 9:22,183,15,900,0,265,1, ,14,Key D,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
129 - Special card,Wednesday,10/9/2019,10/9/2019 9:22,183,15,900,0,265,1, ,0,Not Used,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
114 - Stored ride card,Wednesday,10/9/2019,10/9/2019 9:22,183,15,900,0,265,1, ,3,TTP 3,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
119 - Got fare,Wednesday,10/9/2019,10/9/2019 9:24,183,15,900,0,265,1, ,4,Key 4,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
119 - Got fare,Wednesday,10/9/2019,10/9/2019 9:24,183,15,900,0,265,1, ,5,Key 5,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
106 - Route change,Wednesday,10/9/2019,10/9/2019 9:55,183,15,900,0,265,1, ,150,Route,0,-79.98577881,39.64424133,0,39.644374,-79.985758,1,rooftop,802,Main,,,Granville,WV,Monongalia County,26534,US,Statewide
107 - Run change,Thursday,10/10/2019,10/10/2019 9:21,157,15,843,0,164,1, ,900,Run,0,-79.92279053,39.65644073,0,39.656233,-79.922755,1,rooftop,7404,Koehler,,,Morgantown,WV,Monongalia County,26508,US,Statewide
129 - Special card,Thursday,10/10/2019,10/10/2019 9:26,157,15,900,0,164,1, ,0,Not Used,0,-79.92279053,39.65644073,0,39.656233,-79.922755,1,rooftop,7404,Koehler,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Thursday,10/10/2019,10/10/2019 9:28,157,15,900,0,164,1, ,14,Key D,0,-79.92279053,39.65644073,0,39.656233,-79.922755,1,rooftop,7404,Koehler,,,Morgantown,WV,Monongalia County,26508,US,Statewide
129 - Special card,Thursday,10/10/2019,10/10/2019 10:06,157,15,900,0,164,1, ,0,Not Used,0,-79.92279053,39.65644073,0,39.656233,-79.922755,1,rooftop,7404,Koehler,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Thursday,10/10/2019,10/10/2019 10:06,157,15,900,0,164,1, ,5,Key 5,0,-79.92279053,39.65644073,0,39.656233,-79.922755,1,rooftop,7404,Koehler,,,Morgantown,WV,Monongalia County,26508,US,Statewide
